Tempo,G frontal,G vertical,G lateral,ID antena,RSSI,Fase,Frequencia,Atividade,Sexo,Quarto,Pessoa
511.5,0.18995,0.31923,-1.0514,3,-61.5,1.6751,925.25,3,F,d2,p02
511.58,0.18995,0.31923,-1.0514,2,-48.5,3.7061,920.25,3,F,d2,p02
511.6,0.18995,0.31923,-1.0514,2,-48.5,3.7153,920.25,3,F,d2,p02
511.75,0.1665,0.29627,-1.0628,3,-61.0,5.329,924.25,3,F,d2,p02
512.25,0.22513,0.29627,-1.04,3,-60.5,1.9681,924.75,3,F,d2,p02
512.5,0.37756,0.23885,-0.99434,2,-51.5,1.8914,923.75,3,F,d2,p02
512.58,0.37756,0.23885,-0.99434,3,-60.0,5.6312,923.75,3,F,d2,p02
512.75,0.23685,0.29627,-1.04,2,-49.0,0.029146,921.25,3,F,d2,p02
512.83,0.2603,0.30775,-1.04,3,-59.0,0.74091,921.25,3,F,d2,p02
513.0,0.2603,0.30775,-1.04,2,-48.5,3.4622,920.75,3,F,d2,p02
513.08,0.20168,0.30775,-1.0514,2,-48.5,3.4683,920.75,3,F,d2,p02
513.25,0.18995,0.29627,-1.0514,3,-59.5,0.45099,921.75,3,F,d2,p02
513.33,0.18995,0.29627,-1.0514,2,-50.0,2.5924,922.25,3,F,d2,p02
513.58,0.1665,0.29627,-1.0514,2,-51.0,2.0893,923.25,3,F,d2,p02
514.0,0.29548,0.29627,-1.0172,2,-48.0,3.7552,920.25,3,F,d2,p02
514.08,0.18995,0.30775,-1.0628,3,-58.0,1.2747,920.25,3,F,d2,p02
514.13,0.18995,0.30775,-1.0628,3,-61.5,1.4711,925.75,3,F,d2,p02
514.75,0.50654,0.16995,-0.93733,2,-50.5,2.3623,922.75,3,F,d2,p02
514.83,0.50654,0.16995,-0.93733,3,-59.5,6.2234,922.75,3,F,d2,p02
515.0,0.36583,0.23885,-0.98294,3,-60.0,5.6466,923.75,3,F,d2,p02
515.25,0.17823,0.30775,-1.0514,2,-49.0,0.013806,921.25,3,F,d2,p02
515.33,0.17823,0.30775,-1.0514,2,-49.0,3.1707,921.25,3,F,d2,p02
515.5,0.23685,0.30775,-1.0286,2,-48.5,3.4423,920.75,3,F,d2,p02
515.58,0.23685,0.30775,-1.0286,2,-48.5,3.4653,920.75,3,F,d2,p02
515.6,0.60034,0.14698,-0.91452,2,-49.5,2.8578,921.75,3,F,d2,p02
515.75,0.30721,0.28478,-1.0286,2,-50.0,2.5924,922.25,3,F,d2,p02
516.0,0.38928,0.22737,-0.98294,2,-50.0,2.574,922.25,3,F,d2,p02
516.08,0.35411,0.25033,-0.99434,3,-60.0,5.8797,923.25,3,F,d2,p02
516.25,0.35411,0.25033,-0.99434,3,-61.0,1.7058,925.25,3,F,d2,p02
516.5,0.35411,0.25033,-0.99434,2,-48.0,3.7184,920.25,3,F,d2,p02
516.58,0.22513,0.31923,-1.0742,3,-58.5,1.2241,920.25,3,F,d2,p02
516.63,0.22513,0.31923,-1.0742,3,-62.0,1.4435,925.75,3,F,d2,p02
517.0,0.20168,0.30775,-1.04,2,-52.5,1.6644,924.25,3,F,d2,p02
517.08,0.20168,0.30775,-1.04,3,-61.0,1.9635,924.75,3,F,d2,p02
517.25,0.20168,0.30775,-1.04,2,-51.0,2.3117,922.75,3,F,d2,p02
517.35,0.17823,0.30775,-1.0514,3,-59.5,6.1666,922.75,3,F,d2,p02
517.38,0.17823,0.30775,-1.0514,3,-60.0,5.6052,923.75,3,F,d2,p02
517.5,0.2134,0.31923,-1.04,3,-59.0,0.69183,921.25,3,F,d2,p02
517.75,0.2134,0.31923,-1.04,2,-49.5,6.2341,921.25,3,F,d2,p02
517.83,0.18995,0.31923,-1.04,2,-49.0,3.3886,920.75,3,F,d2,p02
517.88,0.18995,0.31923,-1.04,2,-48.5,3.4116,920.75,3,F,d2,p02
518.25,0.40101,0.23885,-0.96014,2,-50.0,2.5802,922.25,3,F,d2,p02
518.33,0.22513,0.30775,-1.0514,3,-59.5,0.15493,922.25,3,F,d2,p02
518.6,0.22513,0.30775,-1.0514,3,-61.0,4.855,925.25,3,F,d2,p02
518.75,0.22513,0.30775,-1.0514,2,-48.0,3.7736,920.25,3,F,d2,p02
519.25,0.37756,0.22737,-0.98294,2,-53.0,1.6782,924.25,3,F,d2,p02
519.5,0.18995,0.29627,-1.0628,2,-50.5,2.347,922.75,3,F,d2,p02
519.58,0.18995,0.29627,-1.0628,3,-59.5,6.1804,922.75,3,F,d2,p02
519.75,0.43619,0.21588,-0.94873,3,-59.5,5.6481,923.75,3,F,d2,p02
520.08,0.43619,0.21588,-0.94873,2,-49.5,6.2817,921.25,3,F,d2,p02
520.13,0.43619,0.21588,-0.94873,2,-49.0,0.0076699,921.25,3,F,d2,p02
520.25,0.2603,0.29627,-1.0172,3,-59.0,0.97408,920.75,3,F,d2,p02
520.33,0.2603,0.29627,-1.0172,2,-48.5,3.4423,920.75,3,F,d2,p02
520.5,0.20168,0.29627,-1.0514,2,-50.0,2.8455,921.75,3,F,d2,p02
520.75,0.27203,0.28478,-1.04,3,-59.5,0.16107,922.25,3,F,d2,p02
520.83,0.27203,0.28478,-1.04,3,-60.0,5.8721,923.25,3,F,d2,p02
521.25,0.20168,0.29627,-1.0628,3,-61.0,1.7211,925.25,3,F,d2,p02
521.33,0.20168,0.29627,-1.0628,2,-47.5,3.8089,920.25,3,F,d2,p02
521.38,0.1665,0.28478,-1.0628,2,-47.5,3.7981,920.25,3,F,d2,p02
521.75,0.2603,0.30775,-1.0514,3,-60.5,2.2457,924.25,3,F,d2,p02
521.83,0.2603,0.30775,-1.0514,3,-60.5,2.0003,924.75,3,F,d2,p02
522.0,0.2603,0.30775,-1.0514,3,-60.0,6.1988,922.75,3,F,d2,p02
522.35,0.2603,0.30775,-1.0514,2,-52.5,1.8715,923.75,3,F,d2,p02
522.5,0.18995,0.29627,-1.0628,2,-49.5,6.2817,921.25,3,F,d2,p02
522.58,0.28376,0.2733,-1.0514,3,-59.5,0.69029,921.25,3,F,d2,p02
522.75,0.28376,0.2733,-1.0514,2,-49.0,3.4392,920.75,3,F,d2,p02
522.83,0.28376,0.2733,-1.0514,2,-48.5,3.4622,920.75,3,F,d2,p02
522.88,0.31893,0.25033,-1.04,2,-49.5,2.8655,921.75,3,F,d2,p02
523.0,0.27203,0.29627,-1.04,3,-60.0,0.41571,921.75,3,F,d2,p02
523.08,0.27203,0.29627,-1.04,3,-59.5,0.17334,922.25,3,F,d2,p02
523.25,0.27203,0.29627,-1.04,2,-51.0,2.1016,923.25,3,F,d2,p02
523.33,0.20168,0.29627,-1.0628,3,-59.5,5.8905,923.25,3,F,d2,p02
523.5,0.20168,0.29627,-1.0628,3,-61.0,1.7089,925.25,3,F,d2,p02
523.75,0.24858,0.29627,-1.0172,2,-47.5,3.7767,920.25,3,F,d2,p02
523.83,0.18995,0.28478,-1.0514,3,-58.5,1.2257,920.25,3,F,d2,p02
524.25,0.2603,0.29627,-1.04,3,-61.0,5.0637,924.75,3,F,d2,p02
524.75,0.30721,0.28478,-1.0172,3,-60.0,5.5975,923.75,3,F,d2,p02
525.0,0.42446,0.21588,-0.96014,3,-59.0,0.71023,921.25,3,F,d2,p02
525.08,0.42446,0.21588,-0.96014,2,-49.5,0.0061359,921.25,3,F,d2,p02
525.13,0.20168,0.2733,-1.0514,2,-48.5,3.4898,920.75,3,F,d2,p02
525.15,0.20168,0.2733,-1.0514,2,-48.5,3.5082,920.75,3,F,d2,p02
525.25,0.1665,0.26182,-1.0856,2,-49.5,6.0562,921.75,3,F,d2,p02
525.33,0.1665,0.26182,-1.0856,2,-49.0,6.0746,921.75,3,F,d2,p02
525.38,0.1665,0.26182,-1.0856,2,-49.5,2.9498,921.75,3,F,d2,p02
525.4,0.18995,0.26182,-1.0628,3,-59.5,0.52309,921.75,3,F,d2,p02
525.5,0.18995,0.26182,-1.0628,3,-60.0,0.21016,922.25,3,F,d2,p02
525.58,0.18995,0.26182,-1.0628,3,-59.5,0.27458,922.25,3,F,d2,p02
525.75,0.45964,0.16995,-0.96014,2,-50.5,2.1552,923.25,3,F,d2,p02
526.0,0.45964,0.16995,-0.96014,3,-61.0,1.7702,925.25,3,F,d2,p02
526.1,0.45964,0.16995,-0.96014,2,-47.5,3.8656,920.25,3,F,d2,p02
526.13,0.1665,0.26182,-1.0742,3,-58.5,1.3054,920.25,3,F,d2,p02
526.25,0.1665,0.26182,-1.0742,2,-47.5,3.8365,920.25,3,F,d2,p02
526.33,0.18995,0.25033,-1.0742,3,-61.5,1.4634,925.75,3,F,d2,p02
526.5,0.18995,0.25033,-1.0742,3,-60.0,5.3827,924.25,3,F,d2,p02
526.6,0.18995,0.25033,-1.0742,2,-52.5,1.6858,924.25,3,F,d2,p02
527.0,0.49481,0.15847,-0.93733,2,-50.5,2.3577,922.75,3,F,d2,p02
527.25,0.2134,0.25033,-1.0628,2,-51.5,1.9098,923.75,3,F,d2,p02
527.33,0.2134,0.25033,-1.0628,2,-51.5,1.9175,923.75,3,F,d2,p02
527.35,0.20168,0.2733,-1.0628,2,-48.5,0.087437,921.25,3,F,d2,p02
527.5,0.2134,0.26182,-1.0514,2,-48.5,0.096641,921.25,3,F,d2,p02
527.58,0.20168,0.25033,-1.0742,2,-47.5,3.5389,920.75,3,F,d2,p02
527.63,0.18995,0.26182,-1.0742,2,-48.0,3.542,920.75,3,F,d2,p02
527.75,0.20168,0.26182,-1.0514,3,-59.0,0.45866,921.75,3,F,d2,p02
527.83,0.20168,0.26182,-1.0514,2,-49.0,2.9422,921.75,3,F,d2,p02
527.88,0.17823,0.25033,-1.0742,2,-49.5,2.6707,922.25,3,F,d2,p02
528.0,0.29548,0.25033,-1.0172,2,-49.5,2.686,922.25,3,F,d2,p02
528.08,0.29548,0.25033,-1.0172,2,-49.5,2.6952,922.25,3,F,d2,p02
528.13,0.29548,0.25033,-1.0172,3,-59.5,5.8905,923.25,3,F,d2,p02
528.25,0.49481,0.15847,-0.94873,3,-60.5,1.7119,925.25,3,F,d2,p02
528.5,0.18995,0.26182,-1.0742,3,-58.0,1.3254,920.25,3,F,d2,p02
528.75,0.18995,0.26182,-1.0742,2,-47.5,3.8672,920.25,3,F,d2,p02
529.0,0.30721,0.22737,-1.0057,3,-60.0,2.235,924.25,3,F,d2,p02
529.25,0.43619,0.18143,-0.96014,2,-52.5,1.491,924.75,3,F,d2,p02
529.33,0.17823,0.26182,-1.0628,2,-50.0,2.3853,922.75,3,F,d2,p02
529.5,0.37756,0.21588,-0.99434,2,-51.5,1.8975,923.75,3,F,d2,p02
529.58,0.37756,0.21588,-0.99434,3,-60.0,5.6052,923.75,3,F,d2,p02
529.75,0.17823,0.28478,-1.0628,3,-59.0,0.7225,921.25,3,F,d2,p02
529.83,0.17823,0.28478,-1.0628,2,-48.5,0.041417,921.25,3,F,d2,p02
530.08,0.18995,0.28478,-1.0514,2,-48.0,0.34515,920.75,3,F,d2,p02
530.25,0.18995,0.28478,-1.0628,3,-59.0,0.44946,921.75,3,F,d2,p02
530.33,0.18995,0.28478,-1.0628,2,-49.5,6.0055,921.75,3,F,d2,p02
530.38,0.20168,0.28478,-1.0856,2,-50.0,2.5802,922.25,3,F,d2,p02
530.75,0.2603,0.25033,-1.0514,3,-60.0,5.8598,923.25,3,F,d2,p02
531.0,0.51826,0.15847,-0.93733,2,-47.5,3.8242,920.25,3,F,d2,p02
531.08,0.17823,0.2733,-1.0628,2,-47.5,3.8365,920.25,3,F,d2,p02
531.13,0.17823,0.2733,-1.0628,2,-53.5,1.1183,925.75,3,F,d2,p02
531.25,0.33066,0.21588,-1.0057,3,-60.0,2.2243,924.25,3,F,d2,p02
531.5,0.33066,0.21588,-1.0057,2,-52.0,1.7135,924.25,3,F,d2,p02
531.58,0.33066,0.21588,-1.0057,3,-60.5,1.9942,924.75,3,F,d2,p02
531.75,0.33066,0.21588,-1.0057,3,-60.5,1.9972,924.75,3,F,d2,p02
532.0,0.36583,0.21588,-1.0057,2,-50.5,2.393,922.75,3,F,d2,p02
532.08,0.24858,0.2733,-1.04,2,-51.5,1.9251,923.75,3,F,d2,p02
532.13,0.24858,0.2733,-1.04,3,-60.0,5.6773,923.75,3,F,d2,p02
532.25,0.24858,0.2733,-1.04,2,-48.5,0.087437,921.25,3,F,d2,p02
532.35,0.1665,0.28478,-1.0628,2,-48.5,0.079767,921.25,3,F,d2,p02
532.4,0.17823,0.28478,-1.0628,3,-58.5,1.0324,920.75,3,F,d2,p02
532.5,0.17823,0.28478,-1.0628,2,-48.0,0.37583,920.75,3,F,d2,p02
532.75,0.18995,0.2733,-1.0628,2,-49.0,2.9069,921.75,3,F,d2,p02
532.83,0.18995,0.2733,-1.0628,2,-49.0,2.9192,921.75,3,F,d2,p02
532.88,0.31893,0.26182,-0.99434,3,-59.5,0.158,922.25,3,F,d2,p02
532.9,0.31893,0.26182,-0.99434,3,-59.0,0.17948,922.25,3,F,d2,p02
533.0,0.31893,0.26182,-0.99434,2,-50.5,2.12,923.25,3,F,d2,p02
533.08,0.18995,0.29627,-1.0514,3,-60.0,5.8721,923.25,3,F,d2,p02
533.25,0.18995,0.29627,-1.0514,2,-53.0,1.2763,925.25,3,F,d2,p02
533.5,0.17823,0.28478,-1.0628,2,-48.0,3.7429,920.25,3,F,d2,p02
533.75,0.17823,0.30775,-1.0514,3,-61.5,1.4404,925.75,3,F,d2,p02
533.83,0.17823,0.30775,-1.0514,2,-52.0,1.6628,924.25,3,F,d2,p02
534.25,0.38928,0.21588,-0.97154,3,-60.0,6.1252,922.75,3,F,d2,p02
534.5,0.38928,0.21588,-0.97154,3,-60.5,5.6589,923.75,3,F,d2,p02
534.58,0.38928,0.21588,-0.97154,2,-48.5,0.036816,921.25,3,F,d2,p02
534.75,0.1665,0.2733,-1.0742,2,-48.5,3.183,921.25,3,F,d2,p02
534.83,0.1665,0.2733,-1.0742,2,-48.5,0.041417,921.25,3,F,d2,p02
534.88,0.2134,0.2733,-1.0514,2,-48.0,3.4883,920.75,3,F,d2,p02
534.9,0.17823,0.28478,-1.0628,3,-59.0,1.0002,920.75,3,F,d2,p02
535.0,0.17823,0.28478,-1.0628,2,-49.0,2.9069,921.75,3,F,d2,p02
535.08,0.18995,0.28478,-1.0514,2,-49.0,2.8885,921.75,3,F,d2,p02
535.25,0.28376,0.2733,-1.04,3,-59.5,0.18868,922.25,3,F,d2,p02
535.33,0.28376,0.2733,-1.04,3,-59.0,0.18101,922.25,3,F,d2,p02
535.5,0.28376,0.2733,-1.04,2,-51.0,2.1169,923.25,3,F,d2,p02
535.58,0.23685,0.28478,-1.04,2,-51.0,2.097,923.25,3,F,d2,p02
535.75,0.20168,0.2733,-1.0628,3,-61.0,1.6766,925.25,3,F,d2,p02
535.83,0.20168,0.2733,-1.0628,3,-58.0,1.2149,920.25,3,F,d2,p02
536.0,0.20168,0.2733,-1.0628,2,-47.5,3.7966,920.25,3,F,d2,p02
536.08,0.18995,0.28478,-1.0628,3,-58.0,1.2287,920.25,3,F,d2,p02
536.25,0.18995,0.28478,-1.0628,2,-52.0,1.7073,924.25,3,F,d2,p02
536.33,0.18995,0.28478,-1.0628,3,-60.0,2.1967,924.25,3,F,d2,p02
536.5,0.18995,0.28478,-1.0628,2,-52.5,1.4987,924.75,3,F,d2,p02
536.75,0.33066,0.23885,-1.0057,2,-50.0,2.3915,922.75,3,F,d2,p02
537.0,0.34238,0.22737,-0.99434,3,-60.0,5.5898,923.75,3,F,d2,p02
537.25,0.34238,0.22737,-0.99434,2,-48.5,0.087437,921.25,3,F,d2,p02
537.33,0.17823,0.28478,-1.0628,2,-48.0,3.5481,920.75,3,F,d2,p02
537.38,0.20168,0.28478,-1.0628,2,-48.0,3.5236,920.75,3,F,d2,p02
537.5,0.20168,0.28478,-1.0628,2,-49.0,6.0868,921.75,3,F,d2,p02
537.6,0.18995,0.26182,-1.0628,2,-49.0,6.0638,921.75,3,F,d2,p02
537.63,0.29548,0.26182,-1.0286,3,-59.5,0.18101,922.25,3,F,d2,p02
537.75,0.29548,0.26182,-1.0286,3,-59.0,0.19175,922.25,3,F,d2,p02
537.83,0.29548,0.26182,-1.0286,2,-51.0,2.1384,923.25,3,F,d2,p02
538.0,0.18995,0.28478,-1.0514,3,-59.5,5.9058,923.25,3,F,d2,p02
538.05,0.18995,0.28478,-1.0514,3,-60.5,1.7227,925.25,3,F,d2,p02
538.75,0.56517,0.14698,-0.91452,2,-52.0,1.6858,924.25,3,F,d2,p02
538.85,0.56517,0.14698,-0.91452,3,-60.0,2.2473,924.25,3,F,d2,p02
538.88,0.56517,0.14698,-0.91452,3,-60.0,1.9635,924.75,3,F,d2,p02
539.0,0.56517,0.14698,-0.91452,3,-60.5,1.9696,924.75,3,F,d2,p02
539.25,0.34238,0.22737,-0.99434,2,-50.5,2.3286,922.75,3,F,d2,p02
539.5,0.35411,0.23885,-0.99434,3,-59.0,0.68722,921.25,3,F,d2,p02
539.6,0.35411,0.23885,-0.99434,2,-49.0,6.2663,921.25,3,F,d2,p02
539.83,0.18995,0.28478,-1.04,3,-59.0,0.98328,920.75,3,F,d2,p02
540.0,0.18995,0.28478,-1.04,2,-49.5,2.8655,921.75,3,F,d2,p02
540.08,0.17823,0.29627,-1.04,2,-49.5,2.8501,921.75,3,F,d2,p02
540.13,0.17823,0.29627,-1.04,2,-49.5,2.8685,921.75,3,F,d2,p02
540.25,0.36583,0.21588,-0.99434,2,-50.5,2.5571,922.25,3,F,d2,p02
540.33,0.33066,0.18143,-0.99434,3,-60.0,5.8705,923.25,3,F,d2,p02
540.5,0.33066,0.18143,-0.99434,3,-61.0,1.672,925.25,3,F,d2,p02
540.75,0.33066,0.18143,-0.99434,3,-58.0,4.3749,920.25,3,F,d2,p02
541.0,0.44791,0.15847,-0.94873,3,-60.5,5.3014,924.25,3,F,d2,p02
541.25,0.44791,0.15847,-0.94873,3,-60.5,2.1568,924.25,3,F,d2,p02
541.5,0.44791,0.15847,-0.94873,3,-60.0,6.0884,922.75,3,F,d2,p02
541.75,0.20168,0.28478,-1.0742,2,-52.0,1.8423,923.75,3,F,d2,p02
541.83,0.20168,0.28478,-1.0742,3,-60.0,5.6021,923.75,3,F,d2,p02
542.0,0.20168,0.28478,-1.0742,2,-48.5,6.2786,921.25,3,F,d2,p02
542.1,0.20168,0.2733,-1.0628,2,-49.0,0.010738,921.25,3,F,d2,p02
542.13,0.20168,0.2733,-1.0628,2,-48.5,0.021476,921.25,3,F,d2,p02
542.18,0.17823,0.2733,-1.0628,3,-58.5,0.99709,920.75,3,F,d2,p02
542.25,0.17823,0.2733,-1.0628,2,-48.0,0.33748,920.75,3,F,d2,p02
542.33,0.1665,0.2733,-1.0514,3,-59.0,0.45406,921.75,3,F,d2,p02
542.38,0.1665,0.2733,-1.0514,2,-49.5,2.8885,921.75,3,F,d2,p02
542.5,0.18995,0.26182,-1.0742,3,-59.5,0.16874,922.25,3,F,d2,p02
542.58,0.18995,0.26182,-1.0742,3,-59.5,0.17794,922.25,3,F,d2,p02
542.75,0.18995,0.26182,-1.0742,3,-60.0,5.8844,923.25,3,F,d2,p02
543.0,0.33066,0.28478,-1.0057,3,-61.0,4.8397,925.25,3,F,d2,p02
543.25,0.34238,0.25033,-0.98294,3,-58.0,1.2671,920.25,3,F,d2,p02
543.5,0.34238,0.25033,-0.98294,3,-61.0,1.4557,925.75,3,F,d2,p02
543.88,0.43619,0.23885,-0.98294,3,-60.0,1.939,924.75,3,F,d2,p02
544.0,0.43619,0.23885,-0.98294,2,-50.0,2.3347,922.75,3,F,d2,p02
544.25,0.35411,0.25033,-1.0057,2,-51.0,1.8776,923.75,3,F,d2,p02
544.33,0.35411,0.25033,-1.0057,3,-59.5,5.6052,923.75,3,F,d2,p02
544.38,0.35411,0.25033,-1.0057,2,-49.0,6.274,921.25,3,F,d2,p02
544.43,0.18995,0.28478,-1.0628,3,-59.5,0.69796,921.25,3,F,d2,p02
544.5,0.18995,0.28478,-1.0628,3,-59.5,0.71484,921.25,3,F,d2,p02
544.58,0.18995,0.28478,-1.0628,2,-48.5,0.26998,920.75,3,F,d2,p02
544.75,0.1665,0.2733,-1.0742,3,-59.0,0.95107,920.75,3,F,d2,p02
544.83,0.1665,0.2733,-1.0742,2,-49.5,5.9703,921.75,3,F,d2,p02
544.88,0.18995,0.2733,-1.0628,2,-49.5,5.9779,921.75,3,F,d2,p02
544.9,0.18995,0.2733,-1.0628,2,-49.5,2.8425,921.75,3,F,d2,p02
545.0,0.18995,0.2733,-1.0628,2,-50.0,2.5617,922.25,3,F,d2,p02
545.08,0.17823,0.2733,-1.0628,2,-50.0,2.5464,922.25,3,F,d2,p02
545.25,0.27203,0.28478,-1.04,2,-51.5,2.054,923.25,3,F,d2,p02
545.5,0.44791,0.16995,-0.97154,3,-61.5,1.646,925.25,3,F,d2,p02
545.58,0.44791,0.16995,-0.97154,3,-58.0,1.2563,920.25,3,F,d2,p02
545.75,0.15478,0.25033,-1.0514,3,-61.5,1.3744,925.75,3,F,d2,p02
546.0,0.2603,0.29627,-1.04,3,-60.0,2.1583,924.25,3,F,d2,p02
546.25,0.2603,0.29627,-1.04,3,-61.0,1.8745,924.75,3,F,d2,p02
546.5,0.2603,0.29627,-1.04,2,-51.0,2.2734,922.75,3,F,d2,p02
546.58,0.31893,0.23885,-1.0057,2,-52.5,1.7978,923.75,3,F,d2,p02
546.63,0.31893,0.23885,-1.0057,3,-60.0,5.5745,923.75,3,F,d2,p02
546.75,0.31893,0.23885,-1.0057,2,-49.5,6.208,921.25,3,F,d2,p02
546.83,0.17823,0.28478,-1.0742,3,-58.5,0.68722,921.25,3,F,d2,p02
547.0,0.17823,0.28478,-1.0742,2,-49.0,6.2586,921.25,3,F,d2,p02
547.1,0.17823,0.26182,-1.0514,2,-48.0,0.3114,920.75,3,F,d2,p02
547.13,0.18995,0.26182,-1.0628,3,-58.5,0.97868,920.75,3,F,d2,p02
547.25,0.18995,0.26182,-1.0628,2,-49.0,2.8885,921.75,3,F,d2,p02
547.35,0.18995,0.26182,-1.0628,2,-49.0,2.8992,921.75,3,F,d2,p02
547.5,0.17823,0.2733,-1.0856,2,-49.5,2.6477,922.25,3,F,d2,p02
547.58,0.38928,0.21588,-0.97154,2,-50.5,2.1598,923.25,3,F,d2,p02
547.75,0.38928,0.21588,-0.97154,3,-59.5,5.9135,923.25,3,F,d2,p02
548.0,0.18995,0.29627,-1.0514,3,-58.5,1.2487,920.25,3,F,d2,p02
548.1,0.18995,0.29627,-1.0514,2,-47.5,3.7935,920.25,3,F,d2,p02
548.25,0.18995,0.29627,-1.0514,2,-53.5,1.1167,925.75,3,F,d2,p02
548.5,0.54171,0.16995,-0.96014,2,-51.5,1.7104,924.25,3,F,d2,p02
548.6,0.54171,0.16995,-0.96014,3,-60.0,5.3751,924.25,3,F,d2,p02
549.0,0.43619,0.2044,-0.96014,2,-50.5,2.324,922.75,3,F,d2,p02
549.08,0.38928,0.22737,-0.98294,3,-59.5,5.6282,923.75,3,F,d2,p02
549.25,0.38928,0.22737,-0.98294,3,-59.0,0.69029,921.25,3,F,d2,p02
549.33,0.38928,0.22737,-0.98294,2,-49.0,6.2694,921.25,3,F,d2,p02
549.38,0.38928,0.22737,-0.98294,2,-48.5,0.0061359,921.25,3,F,d2,p02
549.5,0.31893,0.2733,-1.0057,2,-48.5,0.28685,920.75,3,F,d2,p02
549.6,0.18995,0.29627,-1.0628,2,-48.0,0.28532,920.75,3,F,d2,p02
549.63,0.20168,0.30775,-1.04,2,-49.0,2.8379,921.75,3,F,d2,p02
549.75,0.20168,0.30775,-1.04,2,-49.0,2.8486,921.75,3,F,d2,p02
549.83,0.20168,0.30775,-1.04,2,-49.0,5.9856,921.75,3,F,d2,p02
549.85,0.18995,0.29627,-1.0628,3,-59.0,0.42645,921.75,3,F,d2,p02
549.9,0.18995,0.29627,-1.0628,2,-50.0,2.5756,922.25,3,F,d2,p02
550.0,0.18995,0.29627,-1.0628,3,-59.5,0.15033,922.25,3,F,d2,p02
550.08,0.18995,0.29627,-1.0628,3,-59.5,5.8813,923.25,3,F,d2,p02
550.5,0.49481,0.19292,-0.93733,2,-47.5,3.769,920.25,3,F,d2,p02
550.75,0.18995,0.29627,-1.04,3,-61.0,1.4557,925.75,3,F,d2,p02
550.83,0.18995,0.29627,-1.04,3,-60.5,5.3337,924.25,3,F,d2,p02
551.0,0.18995,0.29627,-1.04,3,-60.5,5.0744,924.75,3,F,d2,p02
551.25,0.18995,0.29627,-1.04,2,-53.0,1.4251,924.75,3,F,d2,p02
551.33,0.20168,0.29627,-1.0514,3,-59.0,6.1712,922.75,3,F,d2,p02
551.38,0.20168,0.29627,-1.0514,2,-50.5,5.4533,922.75,3,F,d2,p02
551.5,0.38928,0.23885,-0.98294,3,-59.5,5.6082,923.75,3,F,d2,p02
551.75,0.38928,0.23885,-0.98294,2,-48.5,6.2663,921.25,3,F,d2,p02
551.83,0.18995,0.30775,-1.0514,2,-48.0,3.4269,920.75,3,F,d2,p02
552.0,0.20168,0.29627,-1.04,2,-48.0,3.4361,920.75,3,F,d2,p02
552.08,0.20168,0.28478,-1.0514,2,-49.5,2.821,921.75,3,F,d2,p02
552.25,0.28376,0.30775,-1.0172,3,-59.5,0.158,922.25,3,F,d2,p02
552.3,0.28376,0.30775,-1.0172,3,-59.5,0.1534,922.25,3,F,d2,p02
552.5,0.37756,0.22737,-0.98294,2,-51.0,2.0893,923.25,3,F,d2,p02
553.0,0.2603,0.29627,-1.0286,2,-47.5,3.7843,920.25,3,F,d2,p02
553.08,0.20168,0.28478,-1.0628,3,-61.0,1.4404,925.75,3,F,d2,p02
553.25,0.20168,0.28478,-1.0628,3,-60.0,5.326,924.25,3,F,d2,p02
553.5,0.20168,0.28478,-1.0628,3,-60.0,5.079,924.75,3,F,d2,p02
553.75,0.34238,0.2733,-1.0057,2,-50.0,2.3117,922.75,3,F,d2,p02
553.83,0.20168,0.28478,-1.0514,3,-59.5,5.6052,923.75,3,F,d2,p02
554.0,0.20168,0.28478,-1.0514,3,-59.5,5.6128,923.75,3,F,d2,p02
554.33,0.28376,0.29627,-1.0172,2,-48.0,0.32214,920.75,3,F,d2,p02
554.5,0.23685,0.29627,-1.0628,2,-48.0,3.4699,920.75,3,F,d2,p02
554.6,0.23685,0.29627,-1.0628,2,-48.0,3.4852,920.75,3,F,d2,p02
554.63,0.20168,0.2733,-1.0628,3,-59.5,0.46326,921.75,3,F,d2,p02
554.75,0.20168,0.2733,-1.0628,2,-49.5,2.6277,922.25,3,F,d2,p02
554.83,0.18995,0.28478,-1.0514,3,-59.5,0.19635,922.25,3,F,d2,p02
554.88,0.18995,0.28478,-1.0514,3,-59.5,5.9457,923.25,3,F,d2,p02
555.0,0.18995,0.28478,-1.0514,3,-59.5,5.9227,923.25,3,F,d2,p02
555.08,0.18995,0.28478,-1.0514,3,-61.0,1.738,925.25,3,F,d2,p02
555.25,0.18995,0.28478,-1.0514,2,-48.0,3.7859,920.25,3,F,d2,p02
555.35,0.1665,0.28478,-1.0514,3,-58.5,1.2824,920.25,3,F,d2,p02
555.5,0.1665,0.28478,-1.0514,2,-47.5,3.8196,920.25,3,F,d2,p02
555.58,0.29548,0.23885,-1.0514,3,-61.0,1.4803,925.75,3,F,d2,p02
555.75,0.29548,0.23885,-1.0514,3,-60.0,2.2319,924.25,3,F,d2,p02
556.0,0.55344,0.15847,-0.92593,2,-50.0,2.3347,922.75,3,F,d2,p02
556.25,0.28376,0.2733,-1.0286,2,-50.5,2.3347,922.75,3,F,d2,p02
556.5,0.31893,0.26182,-1.0172,3,-60.0,5.6404,923.75,3,F,d2,p02
556.58,0.31893,0.26182,-1.0172,3,-59.0,0.73631,921.25,3,F,d2,p02
